obj_key,состояние площадки,Площадь,Генпроектировщик,Генподрядчик,Кол-во рабочих,date_report
020-0711,"Свободна, передана",7265.0,28,19,34.0,2023.04.20
019-0594,Занята,17488.0,1,2,,2023.04.20
020-0156,Занята,13288.0,21,15,,2023.04.20
019-0676,"Свободна, не передана",6291.0,29,20,150.0,2023.04.20
019-0674,Занята,9030.0,6,0,,2023.04.20
020-0157,Занята,7243.9,30,7,45.0,2023.04.20
017-0527,Занята,14784.0,8,5,,2023.04.20
023-0091,,17000.0,0,0,,2023.04.21
022-0170,"Свободна, передана",16402.54,1,2,497.0,2023.04.21
022-0526,Занята,18100.0,0,0,,2023.04.21
022-0527,Не передана,9850.0,34,23,,2023.04.21
022-0522,Не передана,13260.0,0,0,,2023.04.21
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.21
022-0525,Не передана,9900.0,0,0,,2023.04.21
022-0523,,27225.0,0,0,,2023.04.21
023-0093,Не передана,17000.0,0,0,,2023.04.21
023-0089,Не передана,7500.0,0,0,,2023.04.21
022-0524,Занята,6800.0,0,0,,2023.04.21
022-0528,Занята,12225.0,0,0,,2023.04.21
022-0354,Занята,20271.0,0,0,,2023.04.21
022-0176,Не передана,17000.0,4,0,,2023.04.21
020-0720,"Свободна, передана",20164.69,9,6,194.0,2023.04.21
019-0429,"Свободна, передана",11410.0,11,7,98.0,2023.04.21
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.21
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.21
019-0431,"Свободна, передана",19433.4,22,16,322.0,2023.04.21
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.21
020-0710,"Свободна, передана",8067.83,8,5,176.0,2023.04.21
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.21
019-0675,"Свободна, передана",8844.0,33,22,168.0,2023.04.21
020-0709,"Свободна, не передана",6848.84,27,1,69.0,2023.04.21
020-0683,"Свободна, не передана",7515.86,27,1,46.0,2023.04.21
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.21
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.21
020-0711,"Свободна, передана",7265.0,28,19,34.0,2023.04.21
019-0594,Занята,17488.0,1,2,,2023.04.21
020-0156,Занята,13288.0,21,15,,2023.04.21
019-0676,"Свободна, не передана",6291.0,29,20,150.0,2023.04.21
019-0674,Занята,9030.0,6,0,,2023.04.21
020-0157,Занята,7243.9,30,7,45.0,2023.04.21
017-0527,Занята,14784.0,8,5,,2023.04.21
023-0091,,17000.0,0,0,,2023.04.23
022-0170,"Свободна, передана",16402.54,1,2,497.0,2023.04.23
022-0526,Занята,18100.0,0,0,,2023.04.23
022-0527,Не передана,9850.0,34,23,,2023.04.23
022-0522,Не передана,13260.0,0,0,,2023.04.23
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.23
022-0525,Не передана,9900.0,0,0,,2023.04.23
022-0523,,27225.0,0,0,,2023.04.23
023-0093,Не передана,17000.0,0,0,,2023.04.23
023-0089,Не передана,7500.0,0,0,,2023.04.23
022-0524,Занята,6800.0,0,0,,2023.04.23
022-0528,Занята,12225.0,0,0,,2023.04.23
022-0354,Занята,20271.0,0,0,,2023.04.23
022-0176,Не передана,17000.0,4,0,,2023.04.23
020-0720,"Свободна, передана",20164.69,9,6,194.0,2023.04.23
019-0429,"Свободна, передана",11410.0,11,7,98.0,2023.04.23
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.23
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.23
019-0431,"Свободна, передана",19433.4,22,16,322.0,2023.04.23
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.23
020-0710,"Свободна, передана",8067.83,8,5,176.0,2023.04.23
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.23
019-0675,"Свободна, передана",8844.0,33,22,168.0,2023.04.23
020-0709,"Свободна, не передана",6848.84,27,1,69.0,2023.04.23
020-0683,"Свободна, не передана",7515.86,27,1,46.0,2023.04.23
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.23
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.23
020-0711,"Свободна, передана",7265.0,28,19,34.0,2023.04.23
019-0594,Занята,17488.0,1,2,,2023.04.23
020-0156,Занята,13288.0,21,15,,2023.04.23
019-0676,"Свободна, не передана",6291.0,29,20,150.0,2023.04.23
019-0674,Занята,9030.0,6,0,,2023.04.23
020-0157,Занята,7243.9,30,7,45.0,2023.04.23
017-0527,Занята,14784.0,8,5,,2023.04.23
023-0091,,17000.0,0,0,,2023.04.24
022-0170,"Свободна, передана",16402.54,1,2,497.0,2023.04.24
022-0526,Занята,18100.0,0,0,,2023.04.24
022-0527,Не передана,9850.0,34,23,,2023.04.24
022-0522,Не передана,13260.0,0,0,,2023.04.24
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.24
022-0525,Не передана,9900.0,0,0,,2023.04.24
022-0523,,27225.0,0,0,,2023.04.24
023-0093,Не передана,17000.0,0,0,,2023.04.24
023-0089,Не передана,7500.0,0,0,,2023.04.24
022-0524,Занята,6800.0,0,0,,2023.04.24
022-0528,Занята,12225.0,0,0,,2023.04.24
022-0354,Занята,20271.0,0,0,,2023.04.24
022-0176,Не передана,17000.0,4,0,,2023.04.24
020-0720,"Свободна, передана",20164.69,9,6,190.0,2023.04.24
019-0429,"Свободна, передана",11410.0,11,7,98.0,2023.04.24
020-0155,"Свободна, не передана",16484.0,8,5,25.0,2023.04.24
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.24
019-0431,"Свободна, передана",19433.4,22,16,299.0,2023.04.24
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.24
020-0710,"Свободна, передана",8067.83,8,5,175.0,2023.04.24
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.24
019-0675,"Свободна, передана",8844.0,33,22,167.0,2023.04.24
020-0709,"Свободна, не передана",6848.84,27,1,69.0,2023.04.24
020-0683,"Свободна, не передана",7515.86,27,1,41.0,2023.04.24
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.24
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.24
020-0711,"Свободна, передана",7265.0,28,19,35.0,2023.04.24
019-0594,Занята,17488.0,1,2,,2023.04.24
020-0156,Занята,13288.0,21,15,,2023.04.24
019-0676,"Свободна, не передана",6291.0,29,20,150.0,2023.04.24
019-0674,Занята,9030.0,6,0,,2023.04.24
020-0157,Занята,7243.9,30,7,45.0,2023.04.24
017-0527,Занята,14784.0,8,5,,2023.04.24
023-0091,,17000.0,0,0,,2023.04.25
022-0170,"Свободна, передана",16402.54,1,2,497.0,2023.04.25
022-0526,Занята,18100.0,0,0,,2023.04.25
022-0527,Не передана,9850.0,34,23,,2023.04.25
022-0522,Не передана,13260.0,35,24,,2023.04.25
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.25
022-0525,Не передана,9900.0,0,0,,2023.04.25
022-0523,,27225.0,0,0,,2023.04.25
023-0093,Не передана,17000.0,0,0,,2023.04.25
023-0089,Не передана,7500.0,0,0,,2023.04.25
022-0524,Занята,6800.0,0,0,,2023.04.25
022-0528,Занята,12225.0,0,0,,2023.04.25
022-0354,Занята,20271.0,0,0,,2023.04.25
022-0176,Не передана,17000.0,4,0,,2023.04.25
020-0720,"Свободна, передана",20164.69,9,6,190.0,2023.04.25
019-0429,"Свободна, передана",11410.0,11,7,98.0,2023.04.25
020-0155,"Свободна, не передана",16484.0,8,5,25.0,2023.04.25
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.25
019-0431,"Свободна, передана",19433.4,22,16,299.0,2023.04.25
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.25
020-0710,"Свободна, передана",8067.83,8,5,175.0,2023.04.25
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.25
019-0675,"Свободна, передана",8844.0,33,22,167.0,2023.04.25
020-0709,"Свободна, не передана",6848.84,27,1,69.0,2023.04.25
020-0683,"Свободна, не передана",7515.86,27,1,41.0,2023.04.25
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.25
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.25
020-0711,"Свободна, передана",7265.0,28,19,35.0,2023.04.25
019-0594,Занята,17488.0,1,2,,2023.04.25
020-0156,Занята,13288.0,21,15,,2023.04.25
019-0676,"Свободна, не передана",6291.0,29,20,150.0,2023.04.25
019-0674,Занята,9030.0,6,0,,2023.04.25
020-0157,Занята,7243.9,30,7,45.0,2023.04.25
017-0527,Занята,14784.0,8,5,,2023.04.25
023-0091,,17000.0,0,0,,2023.04.26
022-0170,"Свободна, передана",16402.54,1,2,485.0,2023.04.26
022-0526,Занята,18100.0,0,0,,2023.04.26
022-0527,Не передана,9850.0,34,23,,2023.04.26
022-0522,Не передана,13260.0,35,24,,2023.04.26
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.26
022-0525,Не передана,9900.0,0,0,,2023.04.26
022-0523,,27225.0,0,0,,2023.04.26
023-0093,Не передана,17000.0,0,0,,2023.04.26
023-0089,Не передана,7500.0,0,0,,2023.04.26
022-0524,Занята,6800.0,0,0,,2023.04.26
022-0528,Занята,12225.0,0,0,,2023.04.26
022-0354,Занята,20271.0,17,13,,2023.04.26
022-0176,Не передана,17000.0,4,0,,2023.04.26
020-0720,"Свободна, передана",20164.69,9,6,174.0,2023.04.26
019-0429,"Свободна, передана",11410.0,11,7,97.0,2023.04.26
020-0155,"Свободна, не передана",16484.0,8,5,25.0,2023.04.26
019-0428,"Свободна, передана",9067.1,12,4,65.0,2023.04.26
019-0431,"Свободна, передана",19433.4,22,16,322.0,2023.04.26
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.26
020-0710,"Свободна, передана",8067.83,8,5,132.0,2023.04.26
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.26
019-0675,"Свободна, передана",8844.0,33,22,178.0,2023.04.26
020-0709,"Свободна, не передана",6848.84,27,1,57.0,2023.04.26
020-0683,"Свободна, не передана",7515.86,27,1,40.0,2023.04.26
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.26
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.26
020-0711,"Свободна, передана",7265.0,28,19,38.0,2023.04.26
019-0594,Занята,17488.0,1,2,,2023.04.26
020-0156,Занята,13288.0,21,15,,2023.04.26
019-0676,"Свободна, не передана",6291.0,29,20,120.0,2023.04.26
019-0674,Занята,9030.0,6,0,,2023.04.26
020-0157,Занята,7243.9,30,7,50.0,2023.04.26
017-0527,Занята,14784.0,8,5,,2023.04.26
023-0091,,17000.0,0,0,,2023.04.27
022-0170,"Свободна, передана",16402.54,1,2,485.0,2023.04.27
022-0526,Занята,18100.0,0,0,,2023.04.27
022-0527,Не передана,9850.0,34,23,,2023.04.27
022-0522,Не передана,13260.0,35,24,,2023.04.27
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.27
022-0525,Не передана,9900.0,0,0,,2023.04.27
022-0523,,27225.0,0,0,,2023.04.27
023-0093,Не передана,17000.0,0,0,,2023.04.27
023-0089,Не передана,7500.0,0,0,,2023.04.27
022-0524,Занята,6800.0,0,0,,2023.04.27
022-0528,Занята,12225.0,0,0,,2023.04.27
022-0354,Занята,20271.0,17,13,,2023.04.27
022-0176,Не передана,17000.0,4,0,,2023.04.27
020-0720,"Свободна, передана",20164.69,9,6,174.0,2023.04.27
019-0429,"Свободна, передана",11410.0,11,7,97.0,2023.04.27
020-0155,"Свободна, не передана",16484.0,8,5,25.0,2023.04.27
019-0428,"Свободна, передана",9067.1,12,4,65.0,2023.04.27
019-0431,"Свободна, передана",19433.4,22,16,322.0,2023.04.27
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.27
020-0710,"Свободна, передана",8067.83,8,5,132.0,2023.04.27
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.27
019-0675,"Свободна, передана",8844.0,33,22,178.0,2023.04.27
020-0709,"Свободна, не передана",6848.84,27,1,57.0,2023.04.27
020-0683,"Свободна, не передана",7515.86,27,1,40.0,2023.04.27
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.27
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.27
020-0711,"Свободна, передана",7265.0,28,19,38.0,2023.04.27
019-0594,Занята,17488.0,1,2,,2023.04.27
020-0156,Занята,13288.0,21,15,,2023.04.27
019-0676,"Свободна, не передана",6291.0,29,20,120.0,2023.04.27
019-0674,Занята,9030.0,6,0,,2023.04.27
020-0157,Занята,7243.9,30,7,50.0,2023.04.27
017-0527,Занята,14784.0,8,5,,2023.04.27
023-0091,,17000.0,0,0,,2023.04.28
022-0170,"Свободна, передана",16402.54,1,2,485.0,2023.04.28
022-0526,Занята,18100.0,0,0,,2023.04.28
022-0527,Не передана,9850.0,34,23,,2023.04.28
022-0522,Не передана,13260.0,35,24,,2023.04.28
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.28
022-0525,Не передана,9900.0,0,0,,2023.04.28
022-0523,,27225.0,0,0,,2023.04.28
023-0093,Не передана,17000.0,0,0,,2023.04.28
023-0089,Не передана,7500.0,0,0,,2023.04.28
022-0528,Занята,12225.0,0,0,,2023.04.28
022-0354,Занята,20271.0,17,13,,2023.04.28
022-0176,Не передана,17000.0,4,0,,2023.04.28
020-0720,"Свободна, передана",20164.69,9,6,173.0,2023.04.28
019-0429,"Свободна, передана",11410.0,11,7,97.0,2023.04.28
020-0155,"Свободна, не передана",16484.0,8,5,25.0,2023.04.28
019-0428,"Свободна, передана",9067.1,12,4,65.0,2023.04.28
019-0431,"Свободна, передана",19433.4,22,16,282.0,2023.04.28
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.28
020-0710,"Свободна, передана",8067.83,8,5,132.0,2023.04.28
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.28
019-0675,"Свободна, передана",8844.0,33,22,178.0,2023.04.28
020-0709,"Свободна, не передана",6848.84,27,1,57.0,2023.04.28
020-0683,"Свободна, не передана",7515.86,27,1,24.0,2023.04.28
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.28
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.28
020-0711,"Свободна, передана",7265.0,28,19,37.0,2023.04.28
019-0594,Занята,17488.0,1,2,,2023.04.28
020-0156,Занята,13288.0,21,15,,2023.04.28
019-0676,"Свободна, не передана",6291.0,29,20,120.0,2023.04.28
019-0674,Занята,9030.0,6,0,,2023.04.28
020-0157,Занята,7243.9,30,7,50.0,2023.04.28
017-0527,Занята,14784.0,8,5,,2023.04.28
023-0091,,17000.0,0,0,,2023.05.01
022-0170,"Свободна, передана",16402.54,1,2,485.0,2023.05.01
022-0526,Занята,18100.0,0,0,,2023.05.01
022-0527,Не передана,9850.0,34,23,,2023.05.01
022-0522,Не передана,13260.0,35,24,,2023.05.01
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.05.01
022-0525,Не передана,9900.0,0,0,,2023.05.01
022-0523,,27225.0,0,0,,2023.05.01
023-0093,Не передана,17000.0,0,0,,2023.05.01
